Material,Plant,Valuation Type,Material description,Last Change,Material type,Material Group,Base Unit of Measure,Purchasing Group,ABC Indicator,MRP Type,Valuation Class,Price control,Price,Currency,Price unit,Created by
EPH2H-751-00292-01_A,FW61,,"GAP FILLER,PART A,WHITE",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-751-00293-01_A,FW61,,"GAP FILLER,PART B,BLUE",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-752-00018-01,FW61,,"SEALANT,PV-804,NEUTRAL,BLACK",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-752-00018-01_A,FW61,,"SEALANT,PV-804,NEUTRAL,BLACK",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-752-00029-01,FW61,,"ADHESIVE,ECA,ONE PART",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-780-00030-01,FW61,,"LABEL,PACKAGING,BLANK,4""X 6""",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-780-00052-02,FW61,,"LBL,REMOVABLE,SINGLE,PLANSHEET",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-780-00360-01,FW61,,"LABEL, THERMAL, BARCODE, 10X50",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-780-00560-01,FW61,,"MAIN LABEL, RATING LABEL, HORN",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-830-00532-01,FW61,,"SUB-ASSY,BULKHEAD ASSY,HORNET3",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-840-00385-11,FW61,,Q-DCC-2,09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2J-751-00433-01,FW61,,"POTTING, SILICONE ENC, PART A",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2J-751-00434-01,FW61,,"POTTING, SILICONE ENC, PART B",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
ERA-2ARB1241X-G,FW62,,"RES,thick film,1.24K Ohm,+/-0.1%,1/16W,S",09/07/2022,ZROH,UMOTHR,KPC,FWJ,A,PD,3000,V,"2,600.00",USD,10,FIIWENG02
FBS8Z00301-G,FW62,,"VR HS 12F EX S8Z(FBS8Z003,3A)FKW",09/07/2022,ZROH,UMOTHR,EA,SP4,A,PD,3000,V,0.00,USD,"10,000",FIIWENG02
FC-135 32.7680KA-A5-G,FW62,,XTAL,09/07/2022,ZROH,UMOTHR,KPC,FWJ,A,PD,3000,V,0.00,USD,1,FIIWENG02
FL2400214-G,FW62,,TBD,09/07/2022,ZROH,UMOTHR,EA,FI2,A,PD,3000,V,0.00,USD,"10,000",FIIWENG02
FLA2500462,FW62,,"XTAL,25MHz,+/-10ppm,10pF,-30â##~100â##,S",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,"11,690.14",USD,10,FIIWENG02
FP1008R5-R150-G,FW62,,"Coil Ind,Shielded(SHLD),150nH@100KHz,+/-",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,"11,015.24",USD,10,FIIWENG02
FP1008R5-R220-G,FW62,,"Coil Ind,Shielded(SHLD),",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,"11,690.21",USD,10,FIIWENG02
FTR-104-01-G-D-TR-P-G,FW62,,"Header&Socket Connector,FTR-104-01-G-D-T",07/26/2022,ZROH,UMOTHR,EA,SP1,B,PD,3000,V,0.25,USD,1,FIIWENG02
G-77076-ZI,FW62,,",Screw,1215 carbon steel,#6-32,30mm+5mm,",09/07/2022,ZROH,UMOTHR,EA,SP4,A,PD,3000,V,"1,800.00",USD,"10,000",FIIWENG02
G-81371-ZI-G,FW62,,",Column bolt,1215 Carbon steel,30mm,4.5,",09/07/2022,ZROH,UMOTHR,EA,SP4,A,PD,3000,V,"2,050.00",USD,"10,000",FIIWENG02
G07114133,FW62,,"JDM, CAPACITOR-TA-SP,220uF,10V,M,-55~+10",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,"216,000.00",USD,"1,000",FIIWENG02
G07114133-1,FW62,,"JDM, CAPACITOR-TA-SP,220uF,10V,M,-55~+10",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,"170,536.40",USD,"1,000",FIIWENG02
G07114142,FW62,,"JDM, CAPACITOR-CHIP,22uF,4V,M,X6S,0805,T",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"7,040.00",USD,"1,000",FIIWENG02
G07114142-1,FW62,,"JDM, CAPACITOR-CHIP,22uF,4V,M,X6S,0805,T",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"6,000.00",USD,"1,000",FIIWENG02
G07114142-2,FW62,,"JDM, CAPACITOR-CHIP,22uF,4V,M,X6S,0805,T",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"6,480.00",USD,"1,000",FIIWENG02
G07114142-3,FW62,,"JDM, CAPACITOR-CHIP,22uF,4V,M,X6S,0805,T",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,0.00,USD,"1,000",FIIWENG02
G07114164,FW62,,"ODM CAPACITOR-CHIP,22uF,4V,M,X6S,0603,TR",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"7,600.00",USD,"1,000",FIIWENG02
G07114164-1,FW62,,"ODM CAPACITOR-CHIP,22uF,4V,M,X6S,0603,TR",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"7,370.00",USD,"1,000",FIIWENG02
G07114164-2,FW62,,"ODM CAPACITOR-CHIP,22uF,4V,M,X6S,0603,TR",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"7,450.00",USD,"1,000",FIIWENG02
G07114205,FW62,,"ODM DIODE,TVS,60V,SMD,SMC,TR",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,"505,000.00",USD,"1,000",FIIWENG02
G07114219,FW62,,"ODM CONNECTOR,F HEADER,ML,IVY,1X3,2.54mm",09/22/2022,ZROH,UMOTHR,EA,FWM,A,PD,3000,V,150.00,USD,"10,000",FIIWENG02
G07114219-1,FW62,,"ODM CONNECTOR,F HEADER,ML,IVY,1X3,2.54mm",09/22/2022,ZROH,UMOTHR,EA,FWM,A,PD,3000,V,"2,650.00",USD,"10,000",FIIWENG02
G07114226,FW62,,"ODM CONNECTOR,HDMI,A TYPE,16.6mm,FL,.5A,",09/22/2022,ZROH,UMOTHR,EA,FWM,A,PD,3000,V,"2,652.06",USD,"10,000",FIIWENG02
G07114226-1,FW62,,"ODM CONNECTOR,HDMI,A TYPE,16.6mm,FL,.5A,",09/22/2022,ZROH,UMOTHR,EA,FWM,A,PD,3000,V,"12,000.00",USD,"10,000",FIIWENG02
G07114236,FW62,,"ODM RESISTOR-CHIP,0,+/-5%,1A,603,TAP",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,397.00,USD,"1,000",FIIWENG02
G07114236-1,FW62,,"ODM RESISTOR-CHIP,0,+/-5%,1A,603,TAP",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,397.00,USD,"1,000",FIIWENG02
G07114236-2,FW62,,"ODM RESISTOR-CHIP,0,+/-5%,1A,603,TAP",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,397.00,USD,"1,000",FIIWENG02
G07114236-3,FW62,,"ODM RESISTOR-CHIP,0,+/-5%,1A,603,TAP",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,289.99,USD,"1,000",FIIWENG02
G07114261,FW62,,"ODM RESISTOR-CHIP,475ohm,1%,1/16W,402,TA",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,190.00,USD,"1,000",FIIWENG02
G07114261-1,FW62,,"ODM RESISTOR-CHIP,475ohm,1%,1/16W,402,TA",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,190.00,USD,"1,000",FIIWENG02
G07114261-2,FW62,,"ODM RESISTOR-CHIP,475ohm,1%,1/16W,402,TA",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,190.00,USD,"1,000",FIIWENG02
G07114261-3,FW62,,"ODM RESISTOR-CHIP,475ohm,1%,1/16W,402,TA",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,190.00,USD,"1,000",FIIWENG02
G07114261-4,FW62,,"ODM RESISTOR-CHIP,475ohm,1%,1/16W,402,TA",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,170.01,USD,"1,000",FIIWENG02
G07114261-5,FW62,,"ODM RESISTOR-CHIP,475ohm,1%,1/16W,402,TA",07/13/2022,ZROH,UMOTHR,KPC,FWJ,B,PD,3000,V,0.00,USD,1,FIIWENG02
G07114262,FW62,,"ODM RESISTOR-CHIP,511ohm,1%,1/16W,0402,T",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,170.00,USD,"1,000",FIIWENG02
G07114262-1,FW62,,"ODM RESISTOR-CHIP,511ohm,1%,1/16W,0402,T",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,184.15,USD,"1,000",FIIWENG02
G07114262-2,FW62,,"ODM RESISTOR-CHIP,511ohm,1%,1/16W,0402,T",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,169.65,USD,"1,000",FIIWENG02
G07114262-3,FW62,,"ODM RESISTOR-CHIP,511ohm,1%,1/16W,0402,T",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,"1,000",FIIWENG02
G07114265,FW62,,ODM RES-CHIP-1.02K-1%-1/16-0402-TAP,09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,170.00,USD,"1,000",FIIWENG02
G07114265-1,FW62,,ODM RES-CHIP-1.02K-1%-1/16-0402-TAP,09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,170.00,USD,"1,000",FIIWENG02
G07114265-2,FW62,,ODM RES-CHIP-1.02K-1%-1/16-0402-TAP,09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,170.00,USD,"1,000",FIIWENG02
G07114265-3,FW62,,ODM RES-CHIP-1.02K-1%-1/16-0402-TAP,09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,170.00,USD,"1,000",FIIWENG02
G07114265-4,FW62,,ODM RES-CHIP-1.02K-1%-1/16-0402-TAP,09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,170.00,USD,"1,000",FIIWENG02
G07114265-5,FW62,,ODM RES-CHIP-1.02K-1%-1/16-0402-TAP,09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,170.00,USD,"1,000",FIIWENG02
G07114265-6,FW62,,ODM RES-CHIP-1.02K-1%-1/16-0402-TAP,08/01/2022,ZROH,UMOTHR,KPC,FWJ,B,PD,3000,V,0.00,USD,1,FIIWENG02
G07114293,FW62,,"ODM RESISTOR-CHIP,37.4Kohm,1%,1/16W,0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,183.07,USD,"1,000",FIIWENG02
G07114293-1,FW62,,"ODM RESISTOR-CHIP,37.4Kohm,1%,1/16W,0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,170.00,USD,"1,000",FIIWENG02
G07114293-2,FW62,,"ODM RESISTOR-CHIP,37.4Kohm,1%,1/16W,0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,170.00,USD,"1,000",FIIWENG02
G07114293-3,FW62,,"ODM RESISTOR-CHIP,37.4Kohm,1%,1/16W,0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,169.95,USD,"1,000",FIIWENG02
G07114293-4,FW62,,"ODM RESISTOR-CHIP,37.4Kohm,1%,1/16W,0402",07/13/2022,ZROH,UMOTHR,KPC,FWJ,B,PD,3000,V,0.00,USD,1,FIIWENG02
G07114317,FW62,,"ODM TRANSISTOR-FET,NEMOS,100V,120A,PG-TO",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,"1,281,826.28",USD,"1,000",FIIWENG02
G07114317-1,FW62,,"ODM TRANSISTOR-FET,NEMOS,100V,120A,PG-TO",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,"1,690,361.36",USD,"1,000",FIIWENG02
G07114339,FW62,,"ODM IC,TRANSCEIVER,RS232 2DX2R,3.0V-5.5V",09/07/2022,ZROH,UMOTHR,EA,SP5,A,PD,3000,V,"6,137.39",USD,"10,000",FIIWENG02
G07114339-1,FW62,,"ODM IC,TRANSCEIVER,RS232 2DX2R,3.0V-5.5V",09/07/2022,ZROH,UMOTHR,EA,SP5,A,PD,3000,V,"1,050.00",USD,"10,000",FIIWENG02
G07114346,FW62,,"ODM IC,BUFFER/DRIVER,QUAD,TSSOP,14P,TR",09/07/2022,ZROH,UMOTHR,EA,SP5,A,PD,3000,V,"1,000.00",USD,"10,000",FIIWENG02
G07114346-1,FW62,,"ODM IC,BUFFER/DRIVER,QUAD,TSSOP,14P,TR",09/07/2022,ZROH,UMOTHR,EA,SP5,A,PD,3000,V,"1,184.50",USD,"10,000",FIIWENG02
G07114346-2,FW62,,"ODM IC,BUFFER/DRIVER,QUAD,TSSOP,14P,TR",09/07/2022,ZROH,UMOTHR,EA,FI2,A,PD,3000,V,0.00,USD,"1,000",FIIWENG02
G07114347,FW62,,"ODM IC,SWITCH,I2C BUS,4 CHANNEL,TSSOP,16",09/07/2022,ZROH,UMOTHR,EA,SP2,A,PD,3000,V,"4,230.38",USD,"10,000",FIIWENG02
G07114347-1,FW62,,"ODM IC,SWITCH,I2C BUS,4 CHANNEL,TSSOP,16",09/07/2022,ZROH,UMOTHR,EA,SP2,A,PD,3000,V,"2,193.90",USD,"10,000",FIIWENG02
G07114359,FW62,,"ODM IC,BUS SWITCH,I2C BUS,8 CHANNEL,HVQF",09/07/2022,ZROH,UMOTHR,EA,SP5,A,PD,3000,V,"6,557.00",USD,"10,000",FIIWENG02
G07114359-1,FW62,,"ODM IC,BUS SWITCH,I2C BUS,8 CHANNEL,HVQF",09/07/2022,ZROH,UMOTHR,EA,SP5,A,PD,3000,V,"2,193.90",USD,"10,000",FIIWENG02
G07114363,FW62,,"ODM IC,BUCK REGULATOR,5~21V,4A,1.5MHZ,PQ",09/07/2022,ZROH,UMOTHR,EA,SP5,A,PD,3000,V,"5,928.00",USD,"10,000",FIIWENG02
G07114363-1,FW62,,"IC, IR3897, Sync Buck Regulator, Single",09/07/2022,ZROH,UMOTHR,EA,SP5,A,PD,3000,V,592.80,USD,"1,000",FIIWENG02
G07114394,FW62,,"ODM RESISTOR-CHIP,2.2,1%,1/8W,0805,TR,+/",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,"1,350.00",USD,"1,000",FIIWENG02
G07114394-1,FW62,,"ODM RESISTOR-CHIP,2.2,1%,1/8W,0805,TR,+/",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,750.01,USD,"1,000",FIIWENG02
G07114394-2,FW62,,"ODM RESISTOR-CHIP,2.2,1%,1/8W,0805,TR,+/",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,"1,350.00",USD,"1,000",FIIWENG02
G07114394-3,FW62,,"ODM RESISTOR-CHIP,2.2,1%,1/8W,0805,TR,+/",07/13/2022,ZROH,UMOTHR,KPC,FWJ,B,PD,3000,V,0.00,USD,1,FIIWENG02
G07114453,FW62,,"ODM INDUCTOR,0.1uH,+/- 20%,100KHz,11.5A,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,A,PD,3000,V,"152,999.98",USD,"1,000",FIIWENG02
G07114453-1,FW62,,"ODM INDUCTOR,0.1uH,+/- 20%,100KHz,11.5A,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,A,PD,3000,V,"209,000.00",USD,"1,000",FIIWENG02
G07114453-2,FW62,,"ODM INDUCTOR,0.1uH,+/- 20%,100KHz,11.5A,",07/13/2022,ZROH,UMOTHR,KPC,FWJ,B,PD,3000,V,0.00,USD,1,FIIWENG02
G07114469,FW62,,"ODM IC,POWER MONITOR,10V-80V,1KHZ,HTSSOP",09/07/2022,ZROH,UMOTHR,EA,SP5,A,PD,3000,V,"6,100.00",USD,"10,000",FIIWENG02
G07114502,FW62,,"ODM FUSE,CERAMIC,30A,500V,20KA,32MMX6.3M",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,"220,000.00",USD,"1,000",FIIWENG02
G07114502-1,FW62,,"ODM FUSE,CERAMIC,30A,500V,20KA,32MMX6.3M",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,"710,000.00",USD,"1,000",FIIWENG02
G07114502-2,FW62,,"ODM FUSE,CERAMIC,30A,500V,20KA,32MMX6.3M",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,"745,000.00",USD,"1,000",FIIWENG02
G07114502-3,FW62,,"ODM FUSE,CERAMIC,30A,500V,20KA,32MMX6.3M",07/13/2022,ZROH,UMOTHR,KPC,SP4,B,PD,3000,V,0.00,USD,1,FIIWENG02
G07114502-4,FW62,,"ODM FUSE,CERAMIC,30A,500V,20KA,32MMX6.3M",07/13/2022,ZROH,UMOTHR,KPC,SP4,B,PD,3000,V,0.00,USD,1,FIIWENG02
G07115354,FW62,,"ODM CAPACITOR-AL-SP,470uF,2.5V,M,-40~+10",09/08/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,"271,643.29",USD,"1,000",FIIWENG02
G07115354-1,FW62,,"ODM CAPACITOR-AL-SP,470uF,2.5V,M,-40~+10",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,"235,600.00",USD,"1,000",FIIWENG02
G07132362,FW62,,"ODM,Cap Ceramic 47pF 50V C0G 5% SMD 0402",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,0.00,USD,"1,000",FIIWENG02
G07132362-1,FW62,,"ODM,Cap Ceramic 47pF 50V C0G 5% SMD 0402",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"1,800.00",USD,"1,000",FIIWENG02
G07132363,FW62,,"ODM,Cap Ceramic 100pF 50V C0G 5% SMD 040",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"38,000.00",USD,"1,000",FIIWENG02
G07132363-1,FW62,,"ODM,Cap Ceramic 100pF 50V C0G 5% SMD 040",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,850.00,USD,"1,000",FIIWENG02
G07132365,FW62,,"ODM,Cap Ceramic 470pF 50V C0G 5% SMD 040",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"8,581.51",USD,"1,000",FIIWENG02
G07132366,FW62,,"ODM,Cap Ceramic 470pF 50V X7R 10% SMD 04",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,600.01,USD,"1,000",FIIWENG02
G07132367,FW62,,"ODM,Cap,Ceramic,1000pF,+/-10%,16V,X7R,04",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,510.02,USD,"1,000",FIIWENG02
G07132367-1,FW62,,"ODM,Cap,Ceramic,1000pF,+/-10%,16V,X7R,04",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,510.62,USD,"1,000",FIIWENG02
G07132368,FW62,,"ODM,Cap, Ceramic,1000PF, 50V, X7R, 0402,",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"1,129.53",USD,"1,000",FIIWENG02
G07132375,FW62,,"ODM,Cap Ceramic 0.01uF 25V X7R 10% SMD 0",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,136.31,USD,"1,000",FIIWENG02
G07132381,FW62,,"ODM,Cap Ceramic 0.047uF 25V X7R 10% SMD",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"1,109.95",USD,"1,000",FIIWENG02
G07132381-1,FW62,,"JDM, Cap Ceramic 0.047uF 25V X7R 10% SMD",09/07/2022,ZROH,UMOTHR,KPC,FI2,C,PD,3000,V,"11,100.00",USD,"10,000",FIIWENG02
G07132381-2,FW62,,"JDM, Cap Ceramic 0.047uF 25V X7R 10% SMD",09/07/2022,ZROH,UMOTHR,KPC,FI2,C,PD,3000,V,"11,100.00",USD,"10,000",FIIWENG02
G07132383,FW62,,"ODM,Cap Ceramic 0.1uF 10V X7R 10% SMD 04",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,590.00,USD,"1,000",FIIWENG02
G07132383-1,FW62,,"ODM,Cap Ceramic 0.1uF 10V X7R 10% SMD 04",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"1,000.00",USD,"1,000",FIIWENG02
G07132383-2,FW62,,"JDM, Cap Ceramic 0.1uF 10V X7R 10% SMD 0",09/07/2022,ZROH,UMOTHR,KPC,FI2,C,PD,3000,V,"5,900.00",USD,"10,000",FIIWENG02
G07132383-3,FW62,,"JDM, Cap Ceramic 0.1uF 10V X7R 10% SMD 0",09/07/2022,ZROH,UMOTHR,KPC,FI2,C,PD,3000,V,"5,900.00",USD,"10,000",FIIWENG02
G07132386,FW62,,"ODM,Cap Ceramic 0.1uF 25V X7R 10% SMD 06",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"1,470.02",USD,"1,000",FIIWENG02
G07132386-1,FW62,,"JDM, Cap Ceramic 0.1uF 25V X7R 10% SMD 0",09/07/2022,ZROH,UMOTHR,KPC,FI2,C,PD,3000,V,"14,700.00",USD,"10,000",FIIWENG02
G07132393,FW62,,"ODM,Cap Ceramic 1uF 6.3V X7R 10% SMD 040",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"2,759.66",USD,"1,000",FIIWENG02
G07132393-1,FW62,,"JDM, Cap Ceramic 1uF 6.3V X7R 10% SMD 04",09/07/2022,ZROH,UMOTHR,KPC,FI2,C,PD,3000,V,"25,700.00",USD,"10,000",FIIWENG02
G07132395,FW62,,"ODM,Cap,Ceramic,1uF, 16V, X6S, 0402,SMD,",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"5,500.00",USD,"1,000",FIIWENG02
G07132395-1,FW62,,"JDM, Cap,Ceramic,1uF, 16V, X6S, 0402,SMD",09/07/2022,ZROH,UMOTHR,KPC,FI2,C,PD,3000,V,"52,500.00",USD,"10,000",FIIWENG02
G07132395-2,FW62,,"JDM, Cap,Ceramic,1uF, 16V, X6S, 0402,SMD",09/07/2022,ZROH,UMOTHR,KPC,FI2,C,PD,3000,V,"52,500.00",USD,"10,000",FIIWENG02
G07132396,FW62,,"ODM,Cap Ceramic 1uF 100V X7R 10% SMD 120",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"37,700.12",USD,"1,000",FIIWENG02
G07132396-1,FW62,,"JDM, Cap Ceramic 1uF 100V X7R 10% SMD 12",09/07/2022,ZROH,UMOTHR,KPC,FI2,C,PD,3000,V,"377,000.00",USD,"10,000",FIIWENG02
G07132396-2,FW62,,"JDM, Cap Ceramic 1uF 100V X7R 10% SMD 12",09/07/2022,ZROH,UMOTHR,KPC,FI2,C,PD,3000,V,"377,000.00",USD,"10,000",FIIWENG02
G07132396-3,FW62,,"JDM, Cap Ceramic 1uF 100V X7R 10% SMD 12",09/07/2022,ZROH,UMOTHR,KPC,FI2,C,PD,3000,V,"377,000.00",USD,"10,000",FIIWENG02
G07132397,FW62,,"ODM,Cap Ceramic 2.2uF 100V X7R 10% SMD 1",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"68,118.27",USD,"1,000",FIIWENG02
G07132397-1,FW62,,"JDM, Cap Ceramic 2.2uF 100V X7R 10% SMD",09/07/2022,ZROH,UMOTHR,KPC,FI2,C,PD,3000,V,"663,000.00",USD,"10,000",FIIWENG02
G07132398,FW62,,"ODM,CAPACITOR CERAMIC MULTILAYER, CAPACI",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,"185,580.82",USD,"1,000",FIIWENG02
G07132398-1,FW62,,"JDM, CAPACITOR CERAMIC MULTILAYER, CAPAC",09/07/2022,ZROH,UMOTHR,KPC,FI2,C,PD,3000,V,"224,000.00",USD,"10,000",FIIWENG02
G07132406,FW62,,"ODM,Cap Ceramic 22uF 6.3V X6S 20% SMD 08",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"6,699.99",USD,"1,000",FIIWENG02
G07132406-1,FW62,,"ODM,Cap Ceramic 22uF 6.3V X6S 20% SMD 08",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"6,400.00",USD,"1,000",FIIWENG02
G07132406-2,FW62,,"ODM,Cap Ceramic 22uF 6.3V X6S 20% SMD 08",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,0.00,USD,"1,000",FIIWENG02
G07132441,FW62,,"ODM,IC,Hot Swap Controller, 10- 80V, -40",09/07/2022,ZROH,UMOTHR,EA,SP2,A,PD,3000,V,"24,201.42",USD,"10,000",FIIWENG02
G07132474,FW62,,"ODM,XTAL,12MHZ, +/- 30PPM, 18pF,-40 to 8",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,149.70,USD,"1,000",FIIWENG02
G07132474-1,FW62,,"ODM,XTAL,12MHZ, +/- 30PPM, 18pF,-40 to 8",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,"200,000.00",USD,"1,000",FIIWENG02
G07132479,FW62,,"ODM,Cap Ceramic 47uF 4V X6S 20% SMD 0805",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"15,000.00",USD,"1,000",FIIWENG02
G07132479-1,FW62,,"ODM,Cap Ceramic 47uF 4V X6S 20% SMD 0805",09/07/2022,ZROH,UMOTHR,KPC,SP4,C,PD,3000,V,"12,709.33",USD,"1,000",FIIWENG02
G07132479-2,FW62,,"JDM, Cap Ceramic 47uF 4V X6S 20% SMD 080",09/07/2022,ZROH,UMOTHR,KPC,FI2,C,PD,3000,V,"129,000.00",USD,"10,000",FIIWENG02
G07132498,FW62,,"ODM, RES, 0, 1/16W, +/-5%, 0402, ROHS",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,140.00,USD,"1,000",FIIWENG02
G07132498-1,FW62,,"ODM, RES, 0, 1/16W, +/-5%, 0402, ROHS",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,140.00,USD,"1,000",FIIWENG02
G07132498-2,FW62,,"ODM, RES, 0, 1/16W, +/-5%, 0402, ROHS",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,140.00,USD,"1,000",FIIWENG02
