Material,Plant,Valuation Type,Material description,Last Change,Material type,Material Group,Base Unit of Measure,Purchasing Group,ABC Indicator,MRP Type,Valuation Class,Price control,Price,Currency,Price unit,Created by
520308H00-237-G,FW62,,"Diode,Schottky,B340A-13-F,40V,",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,287.00,USD,10,FIIWENG02
520309600-031-G,FW62,,"Diode,Schottky,PMEG3005AEA,30V,500mA,SOD",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,260.00,USD,10,FIIWENG02
520309G00-280-G,FW62,,"Diode,Schottky,SK54,40V,5A,SMC,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,36.64,USD,1,FIIWENG02
52030A300-JQ8-G,FW62,,"Diode,Schottky,PMEG3020EH,30V,2A,SOD-123",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,22.57,USD,1,FIIWENG02
52030A500-223-G,FW62,,"DIODE,Schottky,MBR230LSFT1G,G,30V,2A,SOD",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,405.00,USD,10,FIIWENG02
52030BA00-237-G,FW62,,"Diode,Schottky,B130L-13-F,30V,1A,SMA/DO-",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,369.99,USD,10,FIIWENG02
52030BD00-031-G,FW62,,"Diode,Schottky,PMEG3005EH,30V,500mA,SOD-",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52030C700-031-G,FW62,,"Diode,Schottky,PMEG3005EL,30V,500mA,",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,78.01,USD,10,FIIWENG02
52030CH00-400-G,FW62,,"Diode,Schottky,LRB551V-30T1G,20V,500mA,S",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,67.00,USD,10,FIIWENG02
52030D400-400-G,FW62,,"Diode,Schottky,LBAT54LT1G,30V,200mA,SOT-",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,10,FIIWENG02
52030DA00-237-G,FW62,,"DIODE,Schottky,BAT46W-7-F,100V,150mA,",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,246.00,USD,10,FIIWENG02
52030DL00-237-G,FW62,,"DIODE,Schottky,B540C-13-F,40V,5A,G,SMC-2",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,441.28,USD,10,FIIWENG02
52030DY00-280-G,FW62,,"Diode,Schottky,SS2030FL,30V,2A,SOD-123FL",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52030FN00-185-G,FW62,,#N/A,07/19/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,76.20,USD,1,FIIWENG02
52030GB00-214-G,FW62,,"Diode,Schottky,STPS130A,30V,1A,SMA/DO-21",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,390.00,USD,1,FIIWENG02
52030GH00-JQ8-G,FW62,,#N/A,07/19/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52030NK00-280-G,FW62,,"Diode,Schottky,SS0530,30V,500mA,SOD-123,",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,3.76,USD,1,FIIWENG02
52030P000-237-G,FW62,,"Diode,Schottky,BAS70-05-7-F,70V,70mA,G,S",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,916.89,USD,10,FIIWENG02
52030RK00-223-G,FW62,,"Diode,Schottky,30V,500mA,DSN,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,480.00,USD,10,FIIWENG02
52030UT00-214-G,FW62,,"Diode,Schottky,BAT41KFILM,100V,200mA,SOD",10/04/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,BIAOLIU
52030VN00-237-G,FW62,,"DIODE,Schottky,SDM40E20LC-7,20V,400mA,G,",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,"1,400.00",USD,10,FIIWENG02
52030WG00-400-G,FW62,,"Diode,Schottky,SM130A-H,30V,1A,DO-214AC,",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
520311M00-400-G,FW62,,"Diode,Schottky,LBAS70-05LT1G,70V,70mA,SO",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,80.00,USD,10,FIIWENG02
520312700-237-G,FW62,,"Diode,Schottky,B380-13-F,80V,3A,G,SMC-2,",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,"1,270.00",USD,10,FIIWENG02
52031CV00-280-G,FW62,,"Diode,Schottky,BAS70C_R1_00001,70V,200mA",09/08/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52031E300-400-G,FW62,,"Diode,Schottky,SM140AF,40V,1A,SMD,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52031G100-859-G,FW62,,"Diode,Schottky,SM5819PL-TP,40V,1A,SOD-12",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52031GG00-JQ8-G,FW62,,#N/A,07/19/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52031H500-400-G,FW62,,"Diode,Schottky,SM130AF,30V,1A,SMAF,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52031JC00-221-G,FW62,,"Diode,Schottky,70V,70mA,TSLP,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,696.00,USD,10,FIIWENG02
52031NE00-280-G,FW62,,"Diode,Schottky,SS0530_R1_00001,30V,500mA",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52031P600-237-G,FW62,,"Diode,Schottky,B390-13-F,63V,3A,SMC/DO-2",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,"1,000.00",USD,10,FIIWENG02
52031QC00-859-G,FW62,,"Diode,Schottky,MBR0530L-TP,30V,500mA,SOD",06/30/2022,ZROH,UMOTHR,EA,SP2,A,PD,3000,V,0.00,USD,10,FIIWENG02
52031V100-214-G,FW62,,"Diode,Schottky,BAT46ZFILM,100V,150mA,SOD",09/09/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52031V200-JQ8-G,FW62,,"Diode,Schottky,BAS70L,315,70V,70mA,SOD88",09/09/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52031W600-JQ8-G,FW62,,"Diode,Schottky,PMEG3020EH,115,30V,2A,SOD",08/08/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52031WB00-280-G,FW62,,"Diode,Schottky,SBA0530Q_R1_00001,30V,500",09/08/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
520408E00-237-G,FW62,,"Diode,ZENER,BZT52C3V3,3.3V,5mA,SOD-123,2",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,83.55,USD,10,FIIWENG02
520408P00-031-G,FW62,,"Diode,ZENER,PDZ4.7B,4.75V,5mA,SOD-323,2P",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,84.99,USD,10,FIIWENG02
52040KJ00-237-G,FW62,,"Diode,ZENER,MMSZ5230B-7-F,4.7V,20mA,SOD-",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,"80,000.87",USD,"10,000",FIIWENG02
52040Q000-400-G,FW62,,"Diode,ZENER,LBZT52C3V3T1G,3.3V,5mA,SOD-1",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52040QF00-031-G,FW62,,"Diode,ZENER,BZT52H-C3V3,3.5V,5mA,SOD-123",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52040QG00-280-G,FW62,,"Diode,ZENER,BZT52-C3V3,3.3V,5mA,SOD-123,",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52040QM00-237-G,FW62,,"Diode,ZENER,D3Z4V7BF-7,4.75V,5mA,SOD-323",09/09/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,169.00,USD,1,FIIWENG02
52040QN00-280-G,FW62,,"Diode,ZENER,PDZ4.7B,4.7V,5mA,SOD-323,2P,",09/09/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
521102800-255-G,FW62,,"LED LAMP,Super Bright Green,15mcd@If=20m",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,278.95,USD,10,FIIWENG02
521107T00-289-G,FW62,,"LED,Gre,LTST-C190KGKT,2.4V,30mA,G,SMD060",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,79.49,USD,10,FIIWENG02
521109100-326-G,FW62,,"LEDLAMP,19-21UYC/S530-A2/TR8,BrilliantYe",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,1,FIIWENG02
521109800-326-G,FW62,,"LEDLAMP,19-21VGC/TR8,Green,12.5mcd@IF=20",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,7.40,USD,1,FIIWENG02
521109P00-289-G,FW62,,"LEDLAMP,LTST-C190KSKT,Yellow,180mcd@IF=2",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,6.90,USD,1,FIIWENG02
521109R00-326-G,FW62,,LED-GREEN   FOR FRONT PCB,09/07/2022,ZROH,UMOTHR,EA,SP2,A,PD,3000,V,0.03,USD,1,FIIWENG02
52110DM00-289-G,FW62,,LED BLUE CLEAR CHIP,09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,84.20,USD,10,FIIWENG02
52110FE00-289-G,FW62,,"LED,Red,LTST-C190KRKT,2.4V,30mA,G,",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,60.00,USD,10,FIIWENG02
52110K100-030-G,FW62,,"LED LAMP,SML-512MWT86,Green,40mcd@If=20m",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52110KE00-326-G,FW62,,"LED LAMP,19-21SYGC/S530-E2/TR8,Super Yel",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,1,FIIWENG02
52110LN00-289-G,FW62,,"LED,Gre,LTST-C191KGKT,2.4V,30mA,G,SMD060",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,55.00,USD,10,FIIWENG02
52110R800-289-G,FW62,,"LED LAMP,LTST-S270TBKT,Blue,180.0mcd@IF=",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,1,FIIWENG02
52110S400-366-G,FW62,,"LED LAMP,L-C191GCT,GREEN,12.5mcd@If=20mA",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
52110UW00-366-G,FW62,,"LEDLAMP,L-C191JGCT,SuperGreen,30.0mcd@If",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,1,FIIWENG02
521114T00-289-G,FW62,,"LED LAMP,LTW-110TS5,White,112.0mcd@If=5m",09/21/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
521117600-289-G,FW62,,"LED LAMP,LTST-S270KFKT,orange,90mcd@If=2",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,"87,000.22",USD,"10,000",FIIWENG02
521119E00-289-G,FW62,,"LED LAMP,LTST-S270KGKT,Green,71.0mcd@If=",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,1,FIIWENG02
52111CG00-289-G,FW62,,"LED,Green,LTST-C193KGKT-5A,5V,30mA,G,SMD",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,308.49,USD,10,FIIWENG02
52111DV00-255-G,FW62,,"LED LAMP,APT1608-CHP62,Green,40mcd@If=20",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52111JM00-366-G,FW62,,"LED LAMP,White,300mcd@If=20mA,5V,25mA,N/",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,240.00,USD,10,FIIWENG02
52111KD00-366-G,FW62,,"LED LAMP,Super Yellow,70.0mcd@If=20mA,59",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,151.99,USD,10,FIIWENG02
52111KR00-255-G,FW62,,"LED LAMP,KPTD-1608FX768-SZ,Hyper Red,700",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
52111LN00-255-G,FW62,,"LEDLAMP,KP-1608ID-INV,RED,20mcd@If=20mA,",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
52111TF00-289-G,FW62,,"LED LAMP,LTST-S270TBKT-5A,Blue,14.0mcd@I",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,"201,997.09",USD,"10,000",FIIWENG02
52111UW00-289-G,FW62,,"LED LAMP,LTST-S110KGKT,Green,50.0mcd@If=",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,10.00,USD,1,FIIWENG02
52111V800-326-G,FW62,,"LED LAMP,19-21SDRC/S530-A2/TR8,Dark-Red,",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
521123600-326-G,FW62,,"LED LAMP,12-21C/Y2C-AP1Q2L/2C,Brilliant",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,1,FIIWENG02
521123A00-326-G,FW62,,"LED LAMP,19-213/G6C-AN1P2B/3T,Brilliant",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,1,FIIWENG02
521124P00-289-G,FW62,,"LED LAMP,LTST-C191KGKT-LT,AlInGap Green,",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,100.00,USD,10,FIIWENG02
521128D00-289-G,FW62,,"LED LAMP,LTST-C190KGKT-R,Green,35mcd@If=",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,7.20,USD,1,FIIWENG02
52112C800-289-G,FW62,,"LED LAMP,LTST-C190KGKT-INV,Green,57mcd@I",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52112HW00-255-G,FW62,,"LED LAMP,Blue,180mcd@If=20mA,470nm,5V,30",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,100.00,USD,10,FIIWENG02
52112MJ00-289-G,FW62,,"LEDLAMP,LTST-C190GKT,Green,6.0mcd@If=10m",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,20.38,USD,1,FIIWENG02
52112PP00-255-G,FW62,,"LED LAMP,APT1608SGC,Super Bright Green,1",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,"10,000",FIIWENG02
521131D00-326-G,FW62,,"LED LAMP,19-21/G6C-JN1P2B/3T(SHA-2),Bril",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,1,FIIWENG02
521135H00-326-G,FW62,,"LED LAMP,Brilliant Yellow Green,72mcd@IF",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,110.00,USD,10,FIIWENG02
521136400-289-G,FW62,,"LED LAMP,LTST-S110KSKT-TH,Yellow,180mcd@",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,32.01,USD,1,FIIWENG02
521137100-326-G,FW62,,"LED LAMP,27-21/BHC-AN1P2/3C,Blue,72mcd,4",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
521138N00-326-G,FW62,,"LED LAMP,27-21/T3D-CP1Q2B16Y/3C,WHITE,45",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
52113AG00-289-G,FW62,,"LED LAMP,LTW-270TLA,InGaN White,180mcd@I",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,"119,198.37",USD,"10,000",FIIWENG02
52113AL00-326-G,FW62,,"LED LAMP,27-21/S2C-AP1Q2B/3C,Brilliant O",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
52113BG00-289-G,FW62,,"LED,Green,LTST-S270KGKT-FN,5V,25mA,SMD06",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,122.99,USD,10,FIIWENG02
52113EB00-290-G,FW62,,"LED LAMP,B19Q1UYG-20D-000114,Ultra Brigh",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52113M200-366-G,FW62,,"LED LAMP,Super Green,50mcd@If=20mA,570nm",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,195.00,USD,10,FIIWENG02
52113NF00-290-G,FW62,,"LED LAMP,B1911UYG-20D-001414,Yellow Gree",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,1,FIIWENG02
52113W600-326-G,FW62,,"LED LAMP,27-21/T3D-AS1T1B2/3C,Pure White",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
52113YG00-326-G,FW62,,"LED,Yellow Green,27-21SYGC/S530-E2/TR8,5",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,230.00,USD,10,FIIWENG02
521146900-290-G,FW62,,"LED LAMP,B1901UY--20D-000314,Amber,45mcd",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,1,FIIWENG02
52114B400-91T-G,FW62,,"LED LAMP,H1608AV22A0C02,Red,160mcd@If=15",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
52114C700-91T-G,FW62,,"LED LAMP,H3210BG41A0C01,Green,60mcd@IF=2",07/25/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,10,FIIWENG02
52114DU00-91T-G,FW62,,"LED LAMP,H1606BA21A0C01,Amber,200mcd@IF=",07/19/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
52114GN00-91T-G,FW62,,"LED LAMP,H3210BY21A0C02,Yellow,150mcd@IF",09/07/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,1,FIIWENG02
52114GU00-290-G,FW62,,"LED LAMP,B1101UYG-20C-000633,Ultra Brigh",07/26/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,10,FIIWENG02
52114GV00-91T-G,FW62,,"LED LAMP,H1608AG41A0C15,Green,5mcd@IF=5m",07/19/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
52114GW00-326-G,FW62,,"LED LAMP,27-21/G6C-AN1P1/3C,Brilliant Ye",07/19/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
52114GY00-91T-G,FW62,,"LED LAMP,H1606BW31A0C03,White,150mcd@IF=",07/19/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
52114H000-91T-G,FW62,,"LED LAMP,H1606BG42A0C01,Green,70mcd@IF=2",07/19/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
52114H100-91T-G,FW62,,"LED LAMP,H1606BB12E0C03,Blue,70mcd@IF=5m",08/08/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
52114H200-290-G,FW62,,"LED LAMP,B1911URO-20D-001014,Ultra Brigh",07/19/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
52114H300-290-G,FW62,,"LED LAMP,B1901YG-10D-000414,Yellow Green",07/19/2022,ZROH,UMOTHR,KPC,SP5,A,PD,3000,V,0.00,USD,10,FIIWENG02
521701Y00-400-G,FW62,,#N/A,07/19/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
521702800-280-G,FW62,,"TVS Diode,PJSD05LCTM,SOD-923,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
521702P00-237-G,FW62,,"TVS Diode,SMAJ18A-13-F,SMA/DO-214AC,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,"46,499.91",USD,"1,000",FIIWENG02
52170CN00-237-G,FW62,,"TVS Diode,SOD-923,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,170.87,USD,10,FIIWENG02
52170CS00-31C-G,FW62,,"TVS Diode,ESD9B5VD-2/TR,SOD-923,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52170GT00-237-G,FW62,,"TVS Diode,5V DFN1006-2",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,330.00,USD,10,FIIWENG02
52170K300-086-G,FW62,,"Diode,TVS,SMDJ60A,G,DO-214AB-2,SMD",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,"2,600.00",USD,10,FIIWENG02
52170PN00-JQ8-G,FW62,,#N/A,07/19/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52170SU00-183-G,FW62,,"TVSDiode,TPD1E04U04DPYR,XSON,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,440.00,USD,10,FIIWENG02
52170WV00-859-G,FW62,,"TVS Diode,ESDLC5V0L2B-TP,SMD,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,10,FIIWENG02
521712V00-086-G,FW62,,"TVS Diode,SMCJ16CA,DO-214AB,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,"1,375.13",USD,10,FIIWENG02
521715U00-086-G,FW62,,"ODM DIODE,TVS,60V,SMD,SMC,TR",09/07/2022,ZROH,UMOTHR,EA,SP2,A,PD,3000,V,"5,000.00",USD,"10,000",FIIWENG02
521717S00-3L3-G,FW62,,"TVS Diode,JEB05D5,SOD-523,2P,G",06/24/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
521718Y00-280-G,FW62,,"TVS Diode,PEC2305M1Q_R1_00001,DFN,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,10,FIIWENG02
521719800-3L3-G,FW62,,"TVS Diode,JEB05DF-RK,DFN1006,2P,G",08/09/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
521719900-370-G,FW62,,"TVS Diode,GSEZ5B159,DFN1006,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,10,FIIWENG02
52171BH00-859-G,FW62,,"TVS Diode,SMCJ16CA-TP,DO-214AB,2P,G",08/09/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52171BL00-280-G,FW62,,"TVS Diode,1.5SMCJ16CA,SMC/DO-214AB,2P,G",08/03/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52171BS00-280-G,FW62,,"TVS Diode,3.0SMCJ60A_R2_00001,SMC/DO-214",09/09/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
521800100-031-G,FW62,,"Diode,Array-TVS,IP4220CZ6,SC-74/SOT-457,",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,318.00,USD,10,FIIWENG02
521800C00-223-G,FW62,,"Diode,Array-TVS,NUP4301MR6T1G,TSOP,6P,G",09/07/2022,ZROH,UMOTHR,KPC,SP6,A,PD,3000,V,25.10,USD,1,FIIWENG02
521800K00-227-G,FW62,,"Diode,Array-TVS,SR05.TCT,SOT-143,4P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,"1,524.01",USD,10,FIIWENG02
521802900-227-G,FW62,,"Diode,Array-TVS,SLP,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,247.35,USD,10,FIIWENG02
521802U00-031-G,FW62,,"DIODE,Array-TVS,PRTR5V0U2X,Level 4,5.5V,",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,355.00,USD,10,FIIWENG02
521806E00-183-G,FW62,,"Diode,Array-TVS,TPD2E001DZDR,SOP,4P,G",09/09/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,398.00,USD,1,FIIWENG02
52180C400-237-G,FW62,,"Diode,Array-TVS,DRTR5V0U4TS-7,TSOT,6P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52180CY00-400-G,FW62,,"Diode,Array-TVS,LRC099-04AT1G,TSOP,6P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
52180GU00-086-G,FW62,,"Diode,Array-TVS,SP1005-01ETG,SOD882(T),2",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,118.00,USD,10,FIIWENG02
52180H600-237-G,FW62,,"Diode,Array-TVS,D5V0P1B2LP-7B,DFN,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,14.40,USD,1,FIIWENG02
52180ND00-131-G,FW62,,"Diode,Array-TVS,DF2B6.8E,L3F,ESC,2P,G",09/07/2022,ZROH,UMOTHR,KPC,SP2,A,PD,3000,V,128.00,USD,10,FIIWENG02
5P49V6965A253-G,FW62,,"ASIC,Clock,VFQFPN,24P,G",09/07/2022,ZROH,UMOTHR,EA,SP2,A,PD,3000,V,"18,518.00",USD,"10,000",FIIWENG02
5P49V6965A253NLGI8,FW62,,"ASIC,Clock,VFQFPN,24P,G",09/07/2022,ZROH,UMOTHR,EA,SP2,A,PD,3000,V,0.00,USD,1,FIIWENG02
610100C00-011-G,FW62,,"RES,15KOhm,+/-1%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,3.90,USD,10,FIIWENG02
610100K00-011-G,FW62,,"RES,22KOhm,+/-1%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,2.70,USD,10,FIIWENG02
610100T00-011-G,FW62,,"RES,1KOhm,+/-5%,1/16W,G,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.40,USD,10,FIIWENG02
