| id    | Material             | Description                                   | SAPMaterialType | SAPMaterialGroup | Price  | PriceUnit | Notes                                                                                                                                          | PartType_id | org_id | TypicalContainerQty | TypicalPalletQty |
|  9460 | 1115416              | LABEL, SYSTEM, Rackback-VE                    | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9461 | 1115418              | LABEL, SYSTEM, Flatback-VE                    | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9462 | 1115424              | Label, Agency, 78mm x 50mm, Metalized Si      | ZROH            | 05               | 255.28 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9463 | 1115450              | Option, LABEL, SYSTEM, Rackback-VE, Use       | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9464 | 1115451              | Option, LABEL, SYSTEM, Flatback-VE, Use       | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9465 | 1115589              | Assy, Tray, Conan, 1xAltra 64/3.0, 1x64G      | ZFRT            | 01               |    735 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9466 | 1115706-01           | Assy, PCIe Cable, 1xShort IO Adapter, on      | ZROH            | 05               |     72 |      1000 |                                                                                                                                                |          14 |      1 |                NULL |             NULL |
|  9467 | 1115708-01           | Assy, PCIe cable, 1xShort IO Adapter, 1       | ZROH            | 05               |    102 |      1000 |                                                                                                                                                |          14 |      1 |                NULL |             NULL |
|  9468 | 1117005              | Gasket, EMI Fan Honeycomb                     | ZROH            | 05               |     15 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9469 | 1117170-01           | Memory, 32GB, Micron-Montage/Renesas-MPS      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9470 | 1117363-01           | Motherboard, PCBA, Astoria, Pre-EVT, EM8      | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9471 | 1117363-02           | Motherboard, PCBA, Astoria, EVT1, Meg6G,      | ZHLB            | 05               |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9472 | 1117363-02-D         | Motherboard, PCBA, Astoria, EVT1, Meg6G,      | ZHLB            | 05               |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9473 | 1117363-03           | Motherboard, PCBA, Astoria, EVT2, EM891,      | ZHLB            | 05               |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9474 | 1117364              | Option, Motherboard, PCBA, Astoria, RoHS      | ZMOD            | 03               |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9475 | 1117606              | Packaging, Top Level Assembly, Truck Pac      | ZROH            | 04               |      0 |      1000 |                                                                                                                                                |          21 |      1 |                NULL |             NULL |
|  9476 | 1118705              | Hard Drive, LongsPeak 20TB HSMR, 7200 RP      | ZROH            | 02               |    302 |      1000 |                                                                                                                                                |          15 |      1 |                NULL |             NULL |
|  9477 | 1118803-01           | Motherboard, PCBA, Conan, PCB Meg6G_HVLP      | ZHLB            | 05               |    971 |      1000 |                                                                                                                                                |          18 |      1 |                NULL |             NULL |
|  9478 | 1118803-01_VICOR_NBM | Motherboard, PCBA, Conan, PCB Meg6G_HVLP      | ZHLB            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9479 | 1118972              | Hard Drive, LongsPeak 19TB HSMR, 7200 RP      | ZROH            | 02               |    287 |      1000 |                                                                                                                                                |          15 |      1 |                NULL |             NULL |
|  9480 | 1119041-01           | Assy, DC-SCM, AGORA V2AH, Meg4S+RTF, EVT      | ZHLB            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9481 | 1119041-03           | Astoria_AGORA_V2AH_DVT1(MEGTRON 4S+RG311      | ZHLB            | SM007            |     62 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9482 | 1119098              | Assy, CPU Heatsink, 6HP, 3 Al Fin Stack,      | ZROH            | 05               |    468 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9483 | 1119241-01           | Motherboard, PCBA, Xena, pre-EVT, RoHS        | ZHLB            | 05               |    629 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9484 | 1119241-02           | Motherboard, PCBA, Xena, pre-EVT, RoHS        | ZHLB            | 05               |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9485 | 1119243-01           | Assy, Agora-V2ND, DC-SCM, Xena, pre-EVT,      | ZHLB            | 05               |    206 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9486 | 1119244              | Option, Motherboard, PCBA, Conan, PVT, R      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9487 | 1119245              | Assy, Tray, Conan, 1xAltra 64/3.0, Base       | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9488 | 1119246              | Assy, Tray, Conan, 1xAltra 64/3.0, 1x64G      | ZFRT            | 01               |      3 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9489 | 1119679-01           | Assy, Warthog, PCIe Gen4 x8, 4096GB TLC,      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9490 | 1119757              | Option, Flash Card, PCIE, Warthog, 4096G      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9491 | 1119757-01           | Option, Flash Card, PCIE, Warthog, 4096G      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9492 | 1119757-02           | Option, Flash Card, PCIE, Warthog, 4096G      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9493 | 1119757-03           | Option, Flash Card, PCIE, Warthog, 4096G      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9494 | 1119758              | Assy, Warthog w/ Option, 4096GB Prod War      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9495 | 1119758-01           | Assy, Warthog w/ Option, 4096GB Prod War      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9496 | 1119758-02           | Assy, Warthog w/ Option, 4096GB Prod War      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9497 | 1119758-03           | Assy, Warthog w/ Option, 4096GB Prod War      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9498 | 1119956              | Assy, Tray, ASTORIA, Base Config, EVT1        | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9499 | 1119957              | AMD EPYC Processor - 14/96/320 ES1:EVT1       | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9500 | 1119958              | Options, Heatsink, CPU, Astoria, EVT1         | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9501 | 1119963              | Option, Motherboard, PCBA, Astoria, RoHS      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9502 | 1119965              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9503 | 1119972              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9504 | 1119973              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9505 | 1119974              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9506 | 1119975-01           | Assy, PCBA, Flatback-VE, PVT, RoHS            | ZROH            | 02               |    171 |      1000 | none remaining?                                                                                                                                |          16 |      1 |                NULL |             NULL |
|  9507 | 1119976-01           | Assy, PCBA, RackBack-VE, PVT, RoHS            | ZROH            | 02               |    170 |      1000 | none remaining?                                                                                                                                |          16 |      1 |                NULL |             NULL |
|  9508 | 1119978              | Assy, Tray, Ikea, Base Config, IceFyre w      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9509 | 1119979              | Assy,Tray, Ikea, Base Config, Flatback-V      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9510 | 1119983              | Assy, Tray, Ikea 3.0/4.0, Rackback-VE Sl      | ZFRT            | 01               |      4 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9511 | 1119984              | Assy, Tray, Ikea 3.0/4.0, Flatback-VE Sl      | ZFRT            | 01               |      4 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9512 | 1120056              | Option, Flash Card, PCIE, Razorback, 409      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9513 | 1120056-01           | Option, Flash Card, PCIE, Razorback, 409      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9514 | 1120057              | Assy, Razorback w/ Option, 4096GB eMLC/e      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9515 | 1120057-01           | Assy, Razorback w/ Option, 4096GB eMLC/e      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9516 | 1120158-01           | Assy, Warthog, PCIe Gen4 x8, 4096GB TLC,      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9517 | 1120160-01           | Assy, Warthog, PCIe Gen4 x8, 4096GB TLC,      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9518 | 1120291              | ASSY,MECHANICAL,FLATBACK SLIDER 15,VE, V      | ZROH            | 03               |     77 |      1000 |                                                                                                                                                |          16 |      1 |                NULL |             NULL |
|  9519 | 1120292              | RB Slider VE Chassis                          | ZROH            | 03               |     73 |      1000 |                                                                                                                                                |          16 |      1 |                NULL |             NULL |
|  9520 | 1120856-01           | Assy, IO Module, Orizuru-GSSD, GSS, 2xSh      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9521 | 1120860-01           | Assy, IO Module, Orizuru-Hybrid, IHS, 1       | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9522 | 1121845              | Assy, Tray, Ikea 4.0 RBS, Flatback Slide      | ZFRT            | 01               |      4 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9523 | 1121846              | Assy, Tray, Ikea 3.0/4.0, Rackback Slide      | ZFRT            | 01               |      5 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9524 | 1121852              | Options Hard Drive, 20TB HSMR, SATA, Rac      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9525 | 1121853              | Options Hard Drive, 20TB HSMR, SATA, Fla      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9526 | 1121944              | ASM, Top Cover, Xena                          | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9527 | 1121982              | ASM, Base Tray With Fan Cage and Sponge,      | ZROH            | 05               |    241 |      1000 |                                                                                                                                                |          20 |      1 |                NULL |             NULL |
|  9528 | 1121982-01           | ASM, Base Tray With Fan Cage and Sponge,      | ZROH            | 05               |    294 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9529 | 1121994              | ASM, Top Cover, Xena                          | ZMOD            | 05               |    112 |         1 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9530 | 1121994-01           | 1121994-01_ASM_TOP_COVER_XENA                 | ZROH            | 01               |     85 |      1000 |                                                                                                                                                |          20 |      1 |                NULL |             NULL |
|  9531 | 1121994-02           | 1121994-01_ASM_TOP_COVER_XENA                 | ZROH            | 05               |    138 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9532 | 1121995              | Airduct, Top Cover, Xena                      | ZROH            | 05               |      9 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9533 | 1121999              | ASM, Top Cover, no Duct, Xena                 | ZROH            | 05               |    109 |      1000 | from Mindy's List                                                                                                                              |          22 |      1 |                NULL |             NULL |
|  9534 | 1122147              | Assy, Tray, Xena, Siryn 160/3.0, 1x64GB/      | ZFRT            | 01               |      3 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9535 | 1122148              | Assy, Tray, Xena, Siryn 160/3.0, Base Co      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9536 | 1122156              | Heatsink, Model B, CPU, Xena, Pre-EVT         | ZROH            | 05               |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9537 | 1122156-01           | Heatsink, CPU, Xena, EVT                      | ZROH            | 05               |    320 |      1000 |                                                                                                                                                |          20 |      1 |                NULL |             NULL |
|  9538 | 1122162              | Option, Temperature Sensor, I2Cool, Xena      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9539 | 1122163              | Options, Fan Assembly, 80x80x38 mm, Plas      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9540 | 1122168              | Ampere Scalable Processors, 160/3.0GHz,       | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9541 | 1122194              | Options, CSSD-PH2X, PCBA, 64GB/128GB Raw      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9542 | 1122217              | Assembly Label, 0.5" x 0.2", Glossy Whit      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9543 | 1122219              | Option, Memory, 32GB, 10x4, 1Rx4 RANK, S      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9544 | 1122227              | Assy, Tray, Xena, Siryn 160/3.0, 1x64GB/      | ZFRT            | 01               |      3 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9545 | 1122228              | Option, Flash Card, PCIE, Warthog, 4096G      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9546 | 1122228-01           | Option, Flash Card, PCIE, Warthog, 4096G      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9547 | 1122229              | Assy, Warthog w/ Option, 4096GB Prod War      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9548 | 1122229-01           | Assy, Warthog w/ Option, 4096GB Prod War      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9549 | 1122236              | Assy, Tray, Xena, Siryn 160/3.0, 1x64GB/      | ZFRT            | 01               |      3 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9550 | 1122239              | Option, Memory, 32GB, 10x4, 1Rx4 RANK, M      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9551 | 1122307-01           | Memory, 128GB, Samsung-RBS-MPS, DDR5-480      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9552 | 1122880              | Keyhole, Self-clinching, Standoff             | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9553 | 1123036              | Screw, Phillips, Pan HD w/washer,  #4-40      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9554 | 1123800              | JDM, SCREW, Fan Screw, M4 18P x 7.5, #2       | ZROH            | 05               |     80 |      1000 |                                                                                                                                                |          17 |      1 |                NULL |             NULL |
|  9555 | 1123801              | JDM, SCREW, #8-16 TAPPING x 9.5mm, #2 Ph      | ZROH            | 05               |  33.69 |      1000 |                                                                                                                                                |          17 |      1 |                NULL |             NULL |
|  9556 | 1123858              | JDM, SCREW, M3 x 7.5, 2mm Shoulder, with      | ZROH            | 05               |  31.04 |      1000 | SMC_Xena_1-1                                                                                                                                   |          17 |      1 |                NULL |             NULL |
|  9557 | 1123883              | JDM, SCREW, 6-32 x 3mm, Low-profile, wit      | ZROH            | 05               |   87.7 |      1000 |                                                                                                                                                |          17 |      1 |                NULL |             NULL |
|  9558 | 1123885              | JDM, SCREW, M3 x 7.5, 2mm Shoulder, with      | ZROH            | 05               | 171.53 |      1000 |                                                                                                                                                |          17 |      1 |                NULL |             NULL |
|  9559 | 1123888-01           | Assy, PDB Power Module, Gulp 850W, Delta      | ZFRT            | 01               |    154 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9560 | 1123888-02           | Assy, PDB Power Module, Gulp 850W, Delta      | ZFRT            | 01               |    161 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9561 | 1123889-01           | PDB, PCBA, 850W Power Supply board, Gulp      | ZHLB            | 05               |     98 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9562 | 1123889-02           | Astoria_Mid Gulp_PDB_brick_Scout Build_1      | ZHLB            | SM007            |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9563 | 1123935              | Assembly, Faceplate, Diorite, FRG, Low P      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9564 | 1123935-FMP          | Assembly, Faceplate, Diorite, FRG, Low P      | ZROH            | 05               | 436.25 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9565 | 1123978              | Power cable connecting PSU and MINI PDBB      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9566 | 1124014              | Assy, Tray, ASTORIA, Base Config, EMC, E      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9567 | 1124015              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9568 | 1124053              | Screw, U4-40*6.35(WASHER)-P(NI)STEEL          | ZROH            | 05               |    240 |      1000 |                                                                                                                                                |          17 |      1 |                NULL |             NULL |
|  9569 | 1124055              | Option, Memory, 64GB, 9x4, 2Rx4 RANK, DD      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9570 | 1124056              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9571 | 1124058              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9572 | 1124059              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9573 | 1124061              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9574 | 1124062              | Option, Memory, 128GB, 10x4, 4Rx4 RANK,       | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9575 | 1124063              | Option, Memory, 32GB, 9x4, 1Rx4 RANK, DD      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9576 | 1124064              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9577 | 1124183              | Combo Assy, Motherboard+96C ES2 A0 CPU,       | ZHLB            | SM007            |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9578 | 1124293              | Assy, CPU Heatsink, 6HP, 3 Al Fin Stack       | ZROH            | 05               |    412 |      1000 |                                                                                                                                                |          14 |      1 |                NULL |             NULL |
|  9579 | 1124295              | Assy, CPU Heatsink, 6HP, 3 Al Fin Stack,      | ZROH            | 05               |    147 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9580 | 1124347              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9581 | 1124356              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9582 | 1124365              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9583 | 1124369              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9584 | 1124373              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9585 | 1124376              | Assy, Tray, Astoria, Genoa 96/320, Super      | ZFRT            | 01               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9586 | 1124583              | Options, Heatsink, CPU, Astoria, EVT2         | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9587 | 1124646              | Assembly, Label, Part Number / Serial Nu      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9588 | 1124995              | Option, Memory, 32GB, 10x4, 1Rx4 RANK, D      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9589 | 1125020              | Options, CSSD-PH2X, PCBA, 128GB Raw, 100      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
